Path, ID,ByHand,Distance,FreqProbe,FreqRandom,CombiRandom,CombiContact, TS_SCFenergy, TS_ZPEenergy, TS_INTenergy, TS_ENTenergy, TS_GIBenergy, R_Path, R_SCFenergy, R_ZPEenergy, R_INTenergy, R_ENTenergy, R_GIBenergy, P_Path, P_SCFenergy, P_ZPEenergy, P_INTenergy, P_ENTenergy, P_GIBenergy, NBasis, NAtoms, TS_deltaE, TS_deltaG, RXN_deltaE, RXN_deltaG, Imag, R_COdist, TS_COdist, P_COdist, R_CSdist, TS_CSdist, P_CSdist, R_MgO1dist, TS_MgO1dist, P_MgO1dist, R_MgO2dist, TS_MgO2dist, P_MgO2dist, R_EHdist, TS_EHdist, P_EHdist, R_OHdist, TS_OHdist, P_OHdist,38,39,40,41,42,46,64,66,67,68,70,71,72,89,90,91,92,95,117,118,119,120,139,141,142,143,144,145,146,169,170,173,174,175,198,199,300,301,302,402,411,441,458,Rrmsd,Rsam,Rcat,TSrmsd,TSsam,TScat,Prmsd,Psam,Pcat,min-wc-mc,min-wc-sc,min-wc-sol,min-cc-mc,min-cc-sc,min-cc-sol,min-so-mc,min-so-sc,min-so-sol,min-hb-mc,min-hb-sc,min-hb-sol,min-bo-sc,min-bo-sol,max-wc-mc,max-wc-sc,max-wc-sol,max-cc-mc,max-cc-sc,max-cc-sol,max-so-mc,max-so-sc,max-so-sol,max-hb-mc,max-hb-sc,max-hb-sol,max-bo-sc,max-bo-sol,ModelCharge,NumberRes,ClusterValue
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m8-ts-001,ByHand-117-aa,1,0,0,0,0,0,-3462.206814,-3461.281449,-3461.221632,-3461.220687,-3461.377882,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m8-ts-001/irc2/1.out,-3462.246012,-3461.319344,-3461.258992,-3461.258048,-3461.41578,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m8-ts-001/irc1/1.out,-3462.263979,-3461.336744,-3461.276244,-3461.2753,-3461.435214,801,117,24.59716836,23.78137398,-11.27488633,-12.19502934,-453.6512,3.484829014,2.097990382,1.462912226,1.823231971,2.224582929,3.969850131,2.211177421,2.204879003,2.263235639,2.07747605,2.071012093,2.157196696,None,None,None,0.966774533,0.970331268,0.977530353,0,0,0,0,0,0,0,0,0,0,0,C,NR,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,0,0,0.156,5.684,1.569,0.278,5.415,0.506,0.333,5.851,1.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m10-ts-001,ByHand-134-aa,1,0,0,0,0,0,-3954.634117,-3953.580145,-3953.511644,-3953.5107,-3953.687663,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m10-ts-001/irc1/1.out,-3954.652167,-3953.597616,-3953.528674,-3953.52773,-3953.705576,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m10-ts-001/irc2/1.out,-3954.681252,-3953.625207,-3953.555855,-3953.554911,-3953.735907,923,134,11.32659943,11.24058663,-18.25097147,-19.03300581,-464.8645,2.791076855,2.086256614,1.458477081,1.823077397,2.284659952,3.777230118,2.228478441,2.181817842,2.210609662,2.035470713,2.084574369,2.14294842,None,None,None,0.967037872,0.968147256,0.969663351,0,0,0,0,0,0,0,0,0,0,0,C,NR,0,0,0,0,0,0,0,0,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.11,2.365,0.589,0.084,2.369,0.637,0.119,2.331,1.221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,3
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m11-ts-001,ByHand-146-aa,1,0,0,0,0,0,-4203.160307,-4202.007267,-4201.934704,-4201.93376,-4202.117606,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m11-ts-001/irc1/1.out,-4203.177628,-4202.024315,-4201.951017,-4201.950073,-4202.136104,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m11-ts-001/irc2/1.out,-4203.207359,-4202.051914,-4201.978735,-4201.977791,-4202.164925,992,146,10.86878696,11.60767998,-18.65651236,-18.08546571,-470.5527,2.716804923,2.062995127,1.455333367,1.825972336,2.284031467,3.741566864,2.233048314,2.188366495,2.20860177,2.043598301,2.092884753,2.152512563,None,None,None,0.967570408,0.968505035,0.970050271,0,0,0,0,0,0,0,C,N,0,0,C,NR,0,0,0,0,0,0,0,0,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.105,0.595,0.222,0.124,0.639,0.372,0.156,0.833,0.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,3
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m12-ts-001,ByHand-165-aa,1,0,0,0,0,0,-4605.481607,-4604.170085,-4604.088888,-4604.087944,-4604.290142,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m12-ts-001/irc2/1.out,-4605.502999,-4604.190516,-4604.108992,-4604.108048,-4604.311163,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m12-ts-001/irc1/1.out,-4605.531978,-4604.216662,-4604.13558,-4604.134636,-4604.336359,1101,165,13.4242022,13.19088771,-18.18431736,-15.81074196,-464.1582,2.85000791,2.078071455,1.460411312,1.820679162,2.313581716,3.823080559,2.23072011,2.180435102,2.203530187,2.031236582,2.084848048,2.154350209,None,None,None,0.967166104,0.968145078,0.969549665,0,0,0,0,0,0,0,C,N,0,0,C,NR,0,0,0,0,0,0,CR,NR,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.274,0.367,0.723,0.267,0.376,0.939,0.52,1.042,1.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,4
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m13-ts-001,ByHand-186-aa,1,0,0,0,0,0,-4971.953236,-4970.456426,-4970.367968,-4970.367024,-4970.582371,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m13-ts-001/irc1/1.out,-4971.969917,-4970.471801,-4970.383205,-4970.382261,-4970.597338,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m13-ts-001/irc2/1.out,-4971.999859,-4970.500759,-4970.411415,-4970.41047,-4970.630717,1209,186,10.46723076,9.391942169,-18.78899855,-20.94565629,-456.8622,2.813881544,2.099498327,1.456119086,1.825089791,2.276174628,3.861407437,2.299362904,2.251200801,2.233350855,2.028141794,2.080316366,2.162946236,None,None,None,0.974875306,0.978209571,0.984064637,0,0,0,C,NR,0,0,C,N,0,0,C,NR,0,0,0,0,0,0,CR,NR,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.515,0.454,0.216,0.511,0.461,0.293,0.515,0.62,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,3
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m14-ts-001,ByHand-193-aa,1,0,0,0,0,0,-5179.947824,-5178.399877,-5178.308337,-5178.307393,-5178.528517,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m14-ts-001/irc1/1.out,-5179.966444,-5178.41745,-5178.32572,-5178.324776,-5178.546098,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m14-ts-001/irc2/1.out,-5179.995966,-5178.445392,-5178.353505,-5178.352561,-5178.576524,1261,193,11.6845374,11.03225331,-18.52528747,-19.09261926,-454.605,2.867699555,2.111623444,1.45555164,1.82461356,2.280593412,4.0016081,2.290363232,2.241093159,2.222099184,2.024431004,2.080432051,2.172114352,None,None,None,0.974287195,0.97797713,0.985952257,0,0,0,C,NR,0,0,C,N,0,0,C,NR,0,0,0,0,0,C,CNR,NR,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.686,0.494,0.281,0.5,0.45,0.277,0.536,0.85,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,3
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m15-ts-001,ByHand-210-aa,1,0,0,0,0,0,-5904.079424,-5902.396639,-5902.298024,-5902.29708,-5902.531943,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m15-ts-001/irc1/1.out,-5904.097208,-5902.413879,-5902.314801,-5902.313857,-5902.549618,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m15-ts-001/irc2/1.out,-5904.121031,-5902.436302,-5902.337138,-5902.336194,-5902.572475,1370,210,11.15912956,11.09123925,-14.94916445,-14.34299607,-454.1371,2.824894231,2.095114029,1.474810317,1.824476381,2.288306171,3.473283053,2.311660862,2.236700211,2.22955946,2.022141417,2.067642195,2.143955369,None,None,None,0.98102777,0.978563875,0.989962227,0,0,CR,CN,NR,0,0,C,N,0,0,C,NR,0,0,0,0,0,C,CNR,NR,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.425,0.348,0.547,0.43,0.342,0.37,0.451,0.426,0.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,4
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m16-ts-002,ByHand-223-aa,1,0,0,0,0,0,-6211.324235,-6209.539024,-6209.437006,-6209.436062,-6209.674425,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m16-ts-002/irc2/1.out,-6211.346051,-6209.56029,-6209.457765,-6209.456821,-6209.696445,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m16-ts-002/irc1/1.out,-6211.360417,-6209.572909,-6209.470353,-6209.469408,-6209.709664,1448,223,13.68948206,13.8177702,-9.015316943,-8.29505469,-450.058,2.916661305,2.074636331,1.4764939,1.824528308,2.336154235,3.434537655,2.3012708,2.231772227,2.23513335,2.022241458,2.071172089,2.141270201,None,None,None,0.980578359,0.97795014,0.990150424,0,0,CR,CN,NR,0,0,C,N,0,0,C,NR,0,R,0,0,0,C,CNR,NR,0,0,CR,CN,N,0,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.238,0.196,0.794,0.241,0.184,0.22,0.241,0.241,0.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,21,5
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m17-ts-002,ByHand-245-aa,1,0,0,0,0,0,-6632.404353,-6630.422325,-6630.313183,-6630.312239,-6630.563133,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m17-ts-002/irc1/1.out,-6632.431705,-6630.449037,-6630.339725,-6630.338781,-6630.589912,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m17-ts-002/irc2/1.out,-6632.431399,-6630.445956,-6630.336485,-6630.335541,-6630.587999,1570,245,17.16333976,16.80409029,0.192049436,1.20042663,-431.6257,2.823635832,2.009430659,1.49102818,1.821249263,2.405178792,3.211427061,2.205896156,2.172494104,2.159975367,2.083739995,2.156257219,2.356318332,None,None,None,0.972013703,0.972730129,0.994007142,0,0,CR,CN,NR,0,0,C,N,0,0,C,NR,0,R,0,0,0,C,CNR,NR,0,0,CR,CN,CN,NR,0,0,CR,NR,0,0,0,0,0,S,S,S,0,W,W,0,0.356,0.223,0.294,0.34,0.19,0.153,0.379,0.213,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,2
/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m18-ts-002,ByHand-258-aa,1,0,0,0,0,0,-6939.639106,-6937.556417,-6937.443107,-6937.442163,-6937.701263,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m18-ts-002/irc1/1.out,-6939.65746,-6937.575381,-6937.461776,-6937.460831,-6937.720587,/home/ndyonker/chem/comt/model-trang/model-byhand/cpcm-gd3bj/comt-m18-ts-002/irc2/1.out,-6939.673084,-6937.587241,-6937.473151,-6937.472207,-6937.733826,1648,258,11.51718049,12.12600324,-9.804417044,-8.30760489,-459.7778,2.736464133,2.062160266,1.484435808,1.821107696,2.297800072,3.205833927,2.1031215,2.079568712,2.056704242,2.105876521,2.179102565,2.340068733,1.033313152,1.025465947,1.015395438,1.519526666,1.542963984,1.575060846,0,0,CR,CN,NR,0,0,C,N,0,0,C,NR,0,R,0,0,0,C,CNR,NR,0,0,CR,CN,CN,NR,0,0,CR,NR,0,0,0,0,R,S,S,S,0,W,W,0,0.278,0.228,0.244,0.27,0.205,0.145,0.264,0.19,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,23,5
